ns4:QUOTE_DATE;ns4:RATE_TYPE;ns4:RATE
6-10-2010 00:00;Real_Rate;1,190000057
7-10-2010 00:00;BC_20year;3,380000114
7-10-2010 00:00;Over_10_Years;3,220000029
7-10-2010 00:00;Real_Rate;1,24000001
8-10-2010 00:00;BC_20year;3,390000105
8-10-2010 00:00;Over_10_Years;3,230000019
8-10-2010 00:00;Real_Rate;1,179999948
12-10-2010 00:00;BC_20year;3,440000057
12-10-2010 00:00;Over_10_Years;3,269999981
12-10-2010 00:00;Real_Rate;1,220000029
13-10-2010 00:00;BC_20year;3,480000019
13-10-2010 00:00;Over_10_Years;3,299999952
13-10-2010 00:00;Real_Rate;1,159999967
14-10-2010 00:00;BC_20year;3,539999962
14-10-2010 00:00;Over_10_Years;3,369999886
14-10-2010 00:00;Real_Rate;1,120000005
15-10-2010 00:00;BC_20year;3,619999886
15-10-2010 00:00;Over_10_Years;3,450000048
15-10-2010 00:00;Real_Rate;1,190000057
18-10-2010 00:00;BC_20year;3,569999933
18-10-2010 00:00;Over_10_Years;3,390000105
18-10-2010 00:00;Real_Rate;1,159999967
19-10-2010 00:00;BC_20year;3,529999971
19-10-2010 00:00;Over_10_Years;3,349999905
19-10-2010 00:00;Real_Rate;1,120000005
20-10-2010 00:00;BC_20year;3,529999971
20-10-2010 00:00;Over_10_Years;3,349999905
20-10-2010 00:00;Real_Rate;1,120000005
21-10-2010 00:00;BC_20year;3,589999914
21-10-2010 00:00;Over_10_Years;3,420000076
21-10-2010 00:00;Real_Rate;1,139999986
22-10-2010 00:00;BC_20year;3,589999914
22-10-2010 00:00;Over_10_Years;3,410000086
22-10-2010 00:00;Real_Rate;1,149999976
25-10-2010 00:00;BC_20year;3,559999943
25-10-2010 00:00;Over_10_Years;3,390000105
25-10-2010 00:00;Real_Rate;1,100000024
26-10-2010 00:00;BC_20year;3,660000086
26-10-2010 00:00;Over_10_Years;3,480000019
26-10-2010 00:00;Real_Rate;1,159999967
27-10-2010 00:00;BC_20year;3,720000029
27-10-2010 00:00;Over_10_Years;3,549999952
27-10-2010 00:00;Real_Rate;1,210000038
28-10-2010 00:00;BC_20year;3,700000048
28-10-2010 00:00;Over_10_Years;3,519999981
28-10-2010 00:00;Real_Rate;1,169999957
29-10-2010 00:00;BC_20year;3,640000105
29-10-2010 00:00;Over_10_Years;3,460000038
29-10-2010 00:00;Real_Rate;1,110000014
1-11-2010 00:00;BC_20year;3,660000086
1-11-2010 00:00;Over_10_Years;3,49000001
1-11-2010 00:00;Real_Rate;1,100000024
2-11-2010 00:00;BC_20year;3,579999924
2-11-2010 00:00;Over_10_Years;3,420000076
2-11-2010 00:00;Real_Rate;1,059999943
3-11-2010 00:00;BC_20year;3,710000038
3-11-2010 00:00;Over_10_Years;3,529999971
3-11-2010 00:00;Real_Rate;1,139999986
4-11-2010 00:00;BC_20year;3,619999886
4-11-2010 00:00;Over_10_Years;3,430000067
4-11-2010 00:00;Real_Rate;1,129999995
5-11-2010 00:00;BC_20year;3,690000057
5-11-2010 00:00;Over_10_Years;3,5
5-11-2010 00:00;Real_Rate;1,159999967
8-11-2010 00:00;BC_20year;3,700000048
8-11-2010 00:00;Over_10_Years;3,50999999
8-11-2010 00:00;Real_Rate;1,169999957
9-11-2010 00:00;BC_20year;3,829999924
9-11-2010 00:00;Over_10_Years;3,630000114
9-11-2010 00:00;Real_Rate;1,269999981
10-11-2010 00:00;BC_20year;3,829999924
10-11-2010 00:00;Over_10_Years;3,619999886
10-11-2010 00:00;Real_Rate;1,24000001
12-11-2010 00:00;BC_20year;3,880000114
12-11-2010 00:00;Over_10_Years;3,670000076
12-11-2010 00:00;Real_Rate;1,340000033
15-11-2010 00:00;BC_20year;4,010000229
15-11-2010 00:00;Over_10_Years;3,829999924
15-11-2010 00:00;Real_Rate;1,480000019
16-11-2010 00:00;BC_20year;3,900000095
16-11-2010 00:00;Over_10_Years;3,720000029
16-11-2010 00:00;Real_Rate;1,450000048
17-11-2010 00:00;BC_20year;3,950000048
17-11-2010 00:00;Over_10_Years;3,779999971
17-11-2010 00:00;Real_Rate;1,470000029
18-11-2010 00:00;BC_20year;3,950000048
18-11-2010 00:00;Over_10_Years;3,779999971
18-11-2010 00:00;Real_Rate;1,460000038
19-11-2010 00:00;BC_20year;3,910000086
19-11-2010 00:00;Over_10_Years;3,74000001
19-11-2010 00:00;Real_Rate;1,419999957
22-11-2010 00:00;BC_20year;3,849999905
22-11-2010 00:00;Over_10_Years;3,680000067
22-11-2010 00:00;Real_Rate;1,360000014
23-11-2010 00:00;BC_20year;3,819999933
23-11-2010 00:00;Over_10_Years;3,650000095
23-11-2010 00:00;Real_Rate;1,350000024
24-11-2010 00:00;BC_20year;3,960000038
24-11-2010 00:00;Over_10_Years;3,789999962
24-11-2010 00:00;Real_Rate;1,450000048
26-11-2010 00:00;BC_20year;3,880000114
26-11-2010 00:00;Over_10_Years;3,710000038
26-11-2010 00:00;Real_Rate;1,389999986
29-11-2010 00:00;BC_20year;3,829999924
29-11-2010 00:00;Over_10_Years;3,670000076
29-11-2010 00:00;Real_Rate;1,370000005
30-11-2010 00:00;BC_20year;3,799999952
30-11-2010 00:00;Over_10_Years;3,640000105
30-11-2010 00:00;Real_Rate;1,389999986
1-12-2010 00:00;BC_20year;3,950000048
1-12-2010 00:00;Over_10_Years;3,779999971
1-12-2010 00:00;Real_Rate;1,49000001
2-12-2010 00:00;BC_20year;3,970000029
2-12-2010 00:00;Over_10_Years;3,809999943
2-12-2010 00:00;Real_Rate;1,49000001
3-12-2010 00:00;BC_20year;4,010000229
3-12-2010 00:00;Over_10_Years;3,849999905
3-12-2010 00:00;Real_Rate;1,529999971
6-12-2010 00:00;BC_20year;3,940000057
6-12-2010 00:00;Over_10_Years;3,769999981
6-12-2010 00:00;Real_Rate;1,460000038
7-12-2010 00:00;BC_20year;4,110000134
7-12-2010 00:00;Over_10_Years;3,950000048
7-12-2010 00:00;Real_Rate;1,580000043
8-12-2010 00:00;BC_20year;4,179999828
8-12-2010 00:00;Over_10_Years;4,019999981
8-12-2010 00:00;Real_Rate;1,690000057
9-12-2010 00:00;BC_20year;4,150000095
9-12-2010 00:00;Over_10_Years;4
9-12-2010 00:00;Real_Rate;1,700000048
10-12-2010 00:00;BC_20year;4,190000057
10-12-2010 00:00;Over_10_Years;4,039999962
10-12-2010 00:00;Real_Rate;1,75
13-12-2010 00:00;BC_20year;4,150000095
13-12-2010 00:00;Over_10_Years;4,010000229
13-12-2010 00:00;Real_Rate;1,679999948
14-12-2010 00:00;BC_20year;4,320000172
14-12-2010 00:00;Over_10_Years;4,179999828
14-12-2010 00:00;Real_Rate;1,830000043
15-12-2010 00:00;BC_20year;4,369999886
15-12-2010 00:00;Over_10_Years;4,230000019
15-12-2010 00:00;Real_Rate;1,789999962
16-12-2010 00:00;BC_20year;4,320000172
16-12-2010 00:00;Over_10_Years;4,170000076
16-12-2010 00:00;Real_Rate;1,720000029
17-12-2010 00:00;BC_20year;4,190000057
17-12-2010 00:00;Over_10_Years;4,039999962
17-12-2010 00:00;Real_Rate;1,629999995
20-12-2010 00:00;BC_20year;4,210000038
20-12-2010 00:00;Over_10_Years;4,070000172
20-12-2010 00:00;Real_Rate;1,669999957
21-12-2010 00:00;BC_20year;4,210000038
21-12-2010 00:00;Over_10_Years;4,059999943
21-12-2010 00:00;Real_Rate;1,659999967
22-12-2010 00:00;BC_20year;4,230000019
22-12-2010 00:00;Over_10_Years;4,079999924
22-12-2010 00:00;Real_Rate;1,679999948
23-12-2010 00:00;BC_20year;4,260000229
23-12-2010 00:00;Over_10_Years;4,110000134
23-12-2010 00:00;Real_Rate;1,710000038
27-12-2010 00:00;BC_20year;4,199999809
27-12-2010 00:00;Over_10_Years;4,050000191
27-12-2010 00:00;Real_Rate;1,690000057
28-12-2010 00:00;BC_20year;4,329999924
28-12-2010 00:00;Over_10_Years;4,179999828
28-12-2010 00:00;Real_Rate;1,809999943
29-12-2010 00:00;BC_20year;4,190000057
29-12-2010 00:00;Over_10_Years;4,050000191
29-12-2010 00:00;Real_Rate;1,700000048
30-12-2010 00:00;BC_20year;4,210000038
30-12-2010 00:00;Over_10_Years;4,070000172
30-12-2010 00:00;Real_Rate;1,720000029
31-12-2010 00:00;BC_20year;4,130000114
31-12-2010 00:00;Over_10_Years;3,980000019
31-12-2010 00:00;Real_Rate;1,649999976
3-1-2011 00:00;BC_20year;4,179999828
3-1-2011 00:00;Over_10_Years;4,03000021
3-1-2011 00:00;Real_Rate;1,690000057
4-1-2011 00:00;BC_20year;4,210000038
4-1-2011 00:00;Over_10_Years;4,059999943
4-1-2011 00:00;Real_Rate;1,679999948
5-1-2011 00:00;BC_20year;4,340000153
5-1-2011 00:00;Over_10_Years;4,190000057
5-1-2011 00:00;Real_Rate;1,75
6-1-2011 00:00;BC_20year;4,309999943
6-1-2011 00:00;Over_10_Years;4,150000095
6-1-2011 00:00;Real_Rate;1,720000029
7-1-2011 00:00;BC_20year;4,25
7-1-2011 00:00;Over_10_Years;4,079999924
7-1-2011 00:00;Real_Rate;1,679999948
10-1-2011 00:00;BC_20year;4,230000019
10-1-2011 00:00;Over_10_Years;4,059999943
10-1-2011 00:00;Real_Rate;1,659999967
11-1-2011 00:00;BC_20year;4,260000229
11-1-2011 00:00;Over_10_Years;4,099999905
11-1-2011 00:00;Real_Rate;1,669999957
12-1-2011 00:00;BC_20year;4,28000021
12-1-2011 00:00;Over_10_Years;4,110000134
12-1-2011 00:00;Real_Rate;1,679999948
13-1-2011 00:00;BC_20year;4,239999771
13-1-2011 00:00;Over_10_Years;4,079999924
13-1-2011 00:00;Real_Rate;1,649999976
14-1-2011 00:00;BC_20year;4,269999981
14-1-2011 00:00;Over_10_Years;4,110000134
14-1-2011 00:00;Real_Rate;1,690000057
18-1-2011 00:00;BC_20year;4,309999943
18-1-2011 00:00;Over_10_Years;4,139999866
18-1-2011 00:00;Real_Rate;1,700000048
19-1-2011 00:00;BC_20year;4,269999981
19-1-2011 00:00;Over_10_Years;4,110000134
19-1-2011 00:00;Real_Rate;1,679999948
20-1-2011 00:00;BC_20year;4,360000134
20-1-2011 00:00;Over_10_Years;4,199999809
20-1-2011 00:00;Real_Rate;1,799999952
21-1-2011 00:00;BC_20year;4,329999924
21-1-2011 00:00;Over_10_Years;4,170000076
21-1-2011 00:00;Real_Rate;1,789999962
24-1-2011 00:00;BC_20year;4,309999943
24-1-2011 00:00;Over_10_Years;4,150000095
24-1-2011 00:00;Real_Rate;1,799999952
25-1-2011 00:00;BC_20year;4,230000019
25-1-2011 00:00;Over_10_Years;4,070000172
25-1-2011 00:00;Real_Rate;1,75999999
26-1-2011 00:00;BC_20year;4,340000153
26-1-2011 00:00;Over_10_Years;4,179999828
26-1-2011 00:00;Real_Rate;1,820000052
27-1-2011 00:00;BC_20year;4,309999943
27-1-2011 00:00;Over_10_Years;4,150000095
27-1-2011 00:00;Real_Rate;1,820000052
28-1-2011 00:00;BC_20year;4,260000229
28-1-2011 00:00;Over_10_Years;4,090000153
28-1-2011 00:00;Real_Rate;1,779999971
31-1-2011 00:00;BC_20year;4,329999924
31-1-2011 00:00;Over_10_Years;4,150000095
31-1-2011 00:00;Real_Rate;1,809999943
1-2-2011 00:00;BC_20year;4,369999886
1-2-2011 00:00;Over_10_Years;4,199999809
1-2-2011 00:00;Real_Rate;1,820000052
2-2-2011 00:00;BC_20year;4,389999866
2-2-2011 00:00;Over_10_Years;4,21999979
2-2-2011 00:00;Real_Rate;1,850000024
3-2-2011 00:00;BC_20year;4,429999828
3-2-2011 00:00;Over_10_Years;4,269999981
3-2-2011 00:00;Real_Rate;1,889999986
4-2-2011 00:00;BC_20year;4,510000229
4-2-2011 00:00;Over_10_Years;4,349999905
4-2-2011 00:00;Real_Rate;1,950000048
7-2-2011 00:00;BC_20year;4,5
7-2-2011 00:00;Over_10_Years;4,329999924
7-2-2011 00:00;Real_Rate;1,950000048
8-2-2011 00:00;BC_20year;4,559999943
8-2-2011 00:00;Over_10_Years;4,400000095
8-2-2011 00:00;Real_Rate;2
9-2-2011 00:00;BC_20year;4,489999771
9-2-2011 00:00;Over_10_Years;4,329999924
9-2-2011 00:00;Real_Rate;1,970000029
10-2-2011 00:00;BC_20year;4,550000191
10-2-2011 00:00;Over_10_Years;4,380000114
10-2-2011 00:00;Real_Rate;2,039999962
11-2-2011 00:00;BC_20year;4,489999771
11-2-2011 00:00;Over_10_Years;4,329999924
11-2-2011 00:00;Real_Rate;2
14-2-2011 00:00;BC_20year;4,460000038
14-2-2011 00:00;Over_10_Years;4,289999962
14-2-2011 00:00;Real_Rate;1,980000019
15-2-2011 00:00;BC_20year;4,449999809
15-2-2011 00:00;Over_10_Years;4,289999962
15-2-2011 00:00;Real_Rate;1,970000029
16-2-2011 00:00;BC_20year;4,460000038
16-2-2011 00:00;Over_10_Years;4,320000172
16-2-2011 00:00;Real_Rate;1,99000001
17-2-2011 00:00;BC_20year;4,440000057
17-2-2011 00:00;Over_10_Years;4,300000191
17-2-2011 00:00;Real_Rate;1,950000048
18-2-2011 00:00;BC_20year;4,460000038
18-2-2011 00:00;Over_10_Years;4,320000172
18-2-2011 00:00;Real_Rate;1,909999967
22-2-2011 00:00;BC_20year;4,349999905
22-2-2011 00:00;Over_10_Years;4,210000038
22-2-2011 00:00;Real_Rate;1,809999943
23-2-2011 00:00;BC_20year;4,340000153
23-2-2011 00:00;Over_10_Years;4,210000038
23-2-2011 00:00;Real_Rate;1,789999962
24-2-2011 00:00;BC_20year;4,289999962
24-2-2011 00:00;Over_10_Years;4,170000076
24-2-2011 00:00;Real_Rate;1,730000019
25-2-2011 00:00;BC_20year;4,260000229
25-2-2011 00:00;Over_10_Years;4,139999866
25-2-2011 00:00;Real_Rate;1,700000048
28-2-2011 00:00;BC_20year;4,25
28-2-2011 00:00;Over_10_Years;4,119999886
28-2-2011 00:00;Real_Rate;1,730000019
1-3-2011 00:00;BC_20year;4,239999771
1-3-2011 00:00;Over_10_Years;4,119999886
1-3-2011 00:00;Real_Rate;1,690000057
2-3-2011 00:00;BC_20year;4,300000191
2-3-2011 00:00;Over_10_Years;4,179999828
2-3-2011 00:00;Real_Rate;1,710000038
3-3-2011 00:00;BC_20year;4,400000095
3-3-2011 00:00;Over_10_Years;4,28000021
3-3-2011 00:00;Real_Rate;1,769999981
4-3-2011 00:00;BC_20year;4,340000153
4-3-2011 00:00;Over_10_Years;4,21999979
4-3-2011 00:00;Real_Rate;1,690000057
7-3-2011 00:00;BC_20year;4,360000134
7-3-2011 00:00;Over_10_Years;4,239999771
7-3-2011 00:00;Real_Rate;1,700000048
8-3-2011 00:00;BC_20year;4,409999847
8-3-2011 00:00;Over_10_Years;4,28000021
8-3-2011 00:00;Real_Rate;1,710000038
9-3-2011 00:00;BC_20year;4,349999905
9-3-2011 00:00;Over_10_Years;4,21999979
9-3-2011 00:00;Real_Rate;1,679999948
10-3-2011 00:00;BC_20year;4,25
10-3-2011 00:00;Over_10_Years;4,119999886
10-3-2011 00:00;Real_Rate;1,600000024
11-3-2011 00:00;BC_20year;4,289999962
11-3-2011 00:00;Over_10_Years;4,159999847
11-3-2011 00:00;Real_Rate;1,639999986
14-3-2011 00:00;BC_20year;4,25
14-3-2011 00:00;Over_10_Years;4,119999886
14-3-2011 00:00;Real_Rate;1,639999986
15-3-2011 00:00;BC_20year;4,210000038
15-3-2011 00:00;Over_10_Years;4,070000172
15-3-2011 00:00;Real_Rate;1,620000005
16-3-2011 00:00;BC_20year;4,110000134
16-3-2011 00:00;Over_10_Years;3,980000019
16-3-2011 00:00;Real_Rate;1,549999952
17-3-2011 00:00;BC_20year;4,150000095
17-3-2011 00:00;Over_10_Years;4,019999981
17-3-2011 00:00;Real_Rate;1,539999962
18-3-2011 00:00;BC_20year;4,170000076
18-3-2011 00:00;Over_10_Years;4,039999962
18-3-2011 00:00;Real_Rate;1,549999952
21-3-2011 00:00;BC_20year;4,2
21-3-2011 00:00;Over_10_Years;4,07
21-3-2011 00:00;Real_Rate;1,58
22-3-2011 00:00;BC_20year;4,190000057
22-3-2011 00:00;Over_10_Years;4,059999943
22-3-2011 00:00;Real_Rate;1,610000014
23-3-2011 00:00;BC_20year;4,199999809
23-3-2011 00:00;Over_10_Years;4,070000172
23-3-2011 00:00;Real_Rate;1,649999976
24-3-2011 00:00;BC_20year;4,25
24-3-2011 00:00;Over_10_Years;4,119999886
24-3-2011 00:00;Real_Rate;1,649999976
25-3-2011 00:00;BC_20year;4,28000021
25-3-2011 00:00;Over_10_Years;4,150000095
25-3-2011 00:00;Real_Rate;1,679999948
28-3-2011 00:00;BC_20year;4,28000021
28-3-2011 00:00;Over_10_Years;4,159999847
28-3-2011 00:00;Real_Rate;1,679999948
29-3-2011 00:00;BC_20year;4,309999943
29-3-2011 00:00;Over_10_Years;4,179999828
29-3-2011 00:00;Real_Rate;1,700000048
30-3-2011 00:00;BC_20year;4,289999962
30-3-2011 00:00;Over_10_Years;4,159999847
30-3-2011 00:00;Real_Rate;1,679999948
31-3-2011 00:00;BC_20year;4,289999962
31-3-2011 00:00;Over_10_Years;4,159999847
31-3-2011 00:00;Real_Rate;1,659999967
1-4-2011 00:00;BC_20year;4,269999981
1-4-2011 00:00;Over_10_Years;4,139999866
1-4-2011 00:00;Real_Rate;1,610000014
4-4-2011 00:00;BC_20year;4,269999981
4-4-2011 00:00;Over_10_Years;4,139999866
4-4-2011 00:00;Real_Rate;1,590000033
5-4-2011 00:00;BC_20year;4,300000191
5-4-2011 00:00;Over_10_Years;4,170000076
5-4-2011 00:00;Real_Rate;1,600000024
6-4-2011 00:00;BC_20year;4,369999886
6-4-2011 00:00;Over_10_Years;4,25
6-4-2011 00:00;Real_Rate;1,679999948
7-4-2011 00:00;BC_20year;4,409999847
7-4-2011 00:00;Over_10_Years;4,28000021
7-4-2011 00:00;Real_Rate;1,700000048
8-4-2011 00:00;BC_20year;4,409999847
8-4-2011 00:00;Over_10_Years;4,289999962
8-4-2011 00:00;Real_Rate;1,649999976
11-4-2011 00:00;BC_20year;4,420000076
11-4-2011 00:00;Over_10_Years;4,300000191
11-4-2011 00:00;Real_Rate;1,659999967
12-4-2011 00:00;BC_20year;4,349999905
12-4-2011 00:00;Over_10_Years;4,230000019
12-4-2011 00:00;Real_Rate;1,590000033
13-4-2011 00:00;BC_20year;4,329999924
13-4-2011 00:00;Over_10_Years;4,199999809
13-4-2011 00:00;Real_Rate;1,580000043
14-4-2011 00:00;BC_20year;4,320000172
14-4-2011 00:00;Over_10_Years;4,199999809
14-4-2011 00:00;Real_Rate;1,570000052
15-4-2011 00:00;BC_20year;4,25
15-4-2011 00:00;Over_10_Years;4,119999886
15-4-2011 00:00;Real_Rate;1,49000001
18-4-2011 00:00;BC_20year;4,21999979
18-4-2011 00:00;Over_10_Years;4,099999905
18-4-2011 00:00;Real_Rate;1,49000001
19-4-2011 00:00;BC_20year;4,199999809
19-4-2011 00:00;Over_10_Years;4,079999924
19-4-2011 00:00;Real_Rate;1,450000048
20-4-2011 00:00;BC_20year;4,239999771
20-4-2011 00:00;Over_10_Years;4,119999886
20-4-2011 00:00;Real_Rate;1,50999999
21-4-2011 00:00;BC_20year;4,239999771
21-4-2011 00:00;Over_10_Years;4,119999886
21-4-2011 00:00;Real_Rate;1,529999971
25-4-2011 00:00;BC_20year;4,21999979
25-4-2011 00:00;Over_10_Years;4,090000153
25-4-2011 00:00;Real_Rate;1,50999999
26-4-2011 00:00;BC_20year;4,159999847
26-4-2011 00:00;Over_10_Years;4,039999962
26-4-2011 00:00;Real_Rate;1,49000001
27-4-2011 00:00;BC_20year;4,210000038
27-4-2011 00:00;Over_10_Years;4,090000153
27-4-2011 00:00;Real_Rate;1,539999962
28-4-2011 00:00;BC_20year;4,179999828
28-4-2011 00:00;Over_10_Years;4,050000191
28-4-2011 00:00;Real_Rate;1,5
29-4-2011 00:00;BC_20year;4,150000095
29-4-2011 00:00;Over_10_Years;4,03000021
29-4-2011 00:00;Real_Rate;1,480000019
6-5-2011 00:00;Real_Rate;1,440000057
9-5-2011 00:00;BC_20year;4,03000021
6-5-2011 00:00;Over_10_Years;3,900000095
5-5-2011 00:00;Real_Rate;1,419999957
6-5-2011 00:00;BC_20year;4,03000021
9-5-2011 00:00;Over_10_Years;3,900000095
10-5-2011 00:00;Real_Rate;1,460000038
11-5-2011 00:00;BC_20year;4,039999962
10-5-2011 00:00;Over_10_Years;3,950000048
9-5-2011 00:00;Real_Rate;1,429999948
10-5-2011 00:00;BC_20year;4,070000172
3-5-2011 00:00;BC_20year;4,110000134
3-5-2011 00:00;Over_10_Years;3,980000019
2-5-2011 00:00;Real_Rate;1,460000038
2-5-2011 00:00;BC_20year;4,139999866
2-5-2011 00:00;Over_10_Years;4,010000229
3-5-2011 00:00;Real_Rate;1,440000057
5-5-2011 00:00;BC_20year;4
5-5-2011 00:00;Over_10_Years;3,880000114
4-5-2011 00:00;Real_Rate;1,419999957
4-5-2011 00:00;BC_20year;4,079999924
4-5-2011 00:00;Over_10_Years;3,950000048
11-5-2011 00:00;Over_10_Years;3,910000086
18-5-2011 00:00;Over_10_Years;3,910000086
18-5-2011 00:00;Real_Rate;1,519999981
18-5-2011 00:00;BC_20year;4
17-5-2011 00:00;Over_10_Years;3,859999895
17-5-2011 00:00;Real_Rate;1,50999999
19-5-2011 00:00;BC_20year;4,010000229
20-5-2011 00:00;Over_10_Years;3,910000086
20-5-2011 00:00;Real_Rate;1,559999943
20-5-2011 00:00;BC_20year;4
19-5-2011 00:00;Over_10_Years;3,920000076
19-5-2011 00:00;Real_Rate;1,559999943
12-5-2011 00:00;Real_Rate;1,50999999
13-5-2011 00:00;BC_20year;4,03000021
12-5-2011 00:00;Over_10_Years;3,940000057
11-5-2011 00:00;Real_Rate;1,480000019
12-5-2011 00:00;BC_20year;4,070000172
13-5-2011 00:00;Over_10_Years;3,900000095
16-5-2011 00:00;Real_Rate;1,519999981
17-5-2011 00:00;BC_20year;3,940000057
16-5-2011 00:00;Over_10_Years;3,900000095
13-5-2011 00:00;Real_Rate;1,50999999
16-5-2011 00:00;BC_20year;3,99000001
23-5-2011 00:00;BC_20year;3,97
23-5-2011 00:00;Over_10_Years;3,88
23-5-2011 00:00;Real_Rate;1,56
24-5-2011 00:00;BC_20year;3,96
24-5-2011 00:00;Over_10_Years;3,87
24-5-2011 00:00;Real_Rate;1,52
25-5-2011 00:00;BC_20year;3,99
25-5-2011 00:00;Over_10_Years;3,89
25-5-2011 00:00;Real_Rate;1,53
26-5-2011 00:00;BC_20year;3,93
26-5-2011 00:00;Over_10_Years;3,83
26-5-2011 00:00;Real_Rate;1,49
27-5-2011 00:00;BC_20year;3,94
27-5-2011 00:00;Over_10_Years;3,85
27-5-2011 00:00;Real_Rate;1,51
31-5-2011 00:00;BC_20year;3,91
31-5-2011 00:00;Over_10_Years;3,82
31-5-2011 00:00;Real_Rate;1,51
1-6-2011 00:00;BC_20year;3,83
1-6-2011 00:00;Over_10_Years;3,74
1-6-2011 00:00;Real_Rate;1,45
2-6-2011 00:00;BC_20year;3,92
2-6-2011 00:00;Over_10_Years;3,83
2-6-2011 00:00;Real_Rate;1,49
3-6-2011 00:00;BC_20year;3,9
3-6-2011 00:00;Over_10_Years;3,8
3-6-2011 00:00;Real_Rate;1,47
6-6-2011 00:00;BC_20year;3,92
6-6-2011 00:00;Over_10_Years;3,82
6-6-2011 00:00;Real_Rate;1,49
7-6-2011 00:00;BC_20year;3,94
7-6-2011 00:00;Over_10_Years;3,84
7-6-2011 00:00;Real_Rate;1,5
8-6-2011 00:00;BC_20year;3,88
8-6-2011 00:00;Over_10_Years;3,77
8-6-2011 00:00;Real_Rate;1,48
9-6-2011 00:00;BC_20year;3,91
9-6-2011 00:00;Over_10_Years;3,81
9-6-2011 00:00;Real_Rate;1,5
10-6-2011 00:00;BC_20year;3,87
10-6-2011 00:00;Over_10_Years;3,77
10-6-2011 00:00;Real_Rate;1,49
13-6-2011 00:00;BC_20year;3,89
13-6-2011 00:00;Over_10_Years;3,79
13-6-2011 00:00;Real_Rate;1,5
14-6-2011 00:00;BC_20year;4
14-6-2011 00:00;Over_10_Years;3,9
14-6-2011 00:00;Real_Rate;1,55
15-6-2011 00:00;BC_20year;3,89
15-6-2011 00:00;Over_10_Years;3,78
15-6-2011 00:00;Real_Rate;1,48
16-6-2011 00:00;BC_20year;3,84
16-6-2011 00:00;Over_10_Years;3,74
16-6-2011 00:00;Real_Rate;1,49
17-6-2011 00:00;BC_20year;3,86
17-6-2011 00:00;Over_10_Years;3,76
17-6-2011 00:00;Real_Rate;1,52
20-6-2011 00:00;BC_20year;3,87
20-6-2011 00:00;Over_10_Years;3,77
20-6-2011 00:00;Real_Rate;1,54
21-6-2011 00:00;BC_20year;3,9
21-6-2011 00:00;Over_10_Years;3,8
21-6-2011 00:00;Real_Rate;1,52
22-6-2011 00:00;BC_20year;3,91
22-6-2011 00:00;Over_10_Years;3,81
22-6-2011 00:00;Real_Rate;1,55
23-6-2011 00:00;BC_20year;3,84
23-6-2011 00:00;Over_10_Years;3,74
23-6-2011 00:00;Real_Rate;1,41
24-6-2011 00:00;BC_20year;3,83
24-6-2011 00:00;Over_10_Years;3,72
24-6-2011 00:00;Real_Rate;1,37
27-6-2011 00:00;BC_20year;3,94
27-6-2011 00:00;Over_10_Years;3,82
27-6-2011 00:00;Real_Rate;1,42
28-6-2011 00:00;BC_20year;4,01
28-6-2011 00:00;Over_10_Years;3,9
28-6-2011 00:00;Real_Rate;1,46
29-6-2011 00:00;BC_20year;4,08
29-6-2011 00:00;Over_10_Years;3,97
29-6-2011 00:00;Real_Rate;1,48
30-6-2011 00:00;BC_20year;4,09
30-6-2011 00:00;Over_10_Years;3,98
30-6-2011 00:00;Real_Rate;1,48
1-7-2011 00:00;BC_20year;4,12
1-7-2011 00:00;Over_10_Years;4,01
1-7-2011 00:00;Real_Rate;1,49
5-7-2011 00:00;BC_20year;4,09
5-7-2011 00:00;Over_10_Years;3,98
5-7-2011 00:00;Real_Rate;1,49
6-7-2011 00:00;BC_20year;4,05
6-7-2011 00:00;Over_10_Years;3,94
6-7-2011 00:00;Real_Rate;1,46
7-7-2011 00:00;BC_20year;4,08
7-7-2011 00:00;Over_10_Years;3,97
7-7-2011 00:00;Real_Rate;1,45
8-7-2011 00:00;BC_20year;3,97
8-7-2011 00:00;Over_10_Years;3,86
8-7-2011 00:00;Real_Rate;1,39
11-7-2011 00:00;BC_20year;3,88
11-7-2011 00:00;Over_10_Years;3,77
11-7-2011 00:00;Real_Rate;1,31
12-7-2011 00:00;BC_20year;3,86
12-7-2011 00:00;Over_10_Years;3,75
12-7-2011 00:00;Real_Rate;1,28
13-7-2011 00:00;BC_20year;3,85
13-7-2011 00:00;Over_10_Years;3,74
13-7-2011 00:00;Real_Rate;1,24
14-7-2011 00:00;BC_20year;3,92
14-7-2011 00:00;Over_10_Years;3,81
14-7-2011 00:00;Real_Rate;1,31
15-7-2011 00:00;BC_20year;3,92
15-7-2011 00:00;Over_10_Years;3,8
15-7-2011 00:00;Real_Rate;1,3
18-7-2011 00:00;BC_20year;3,95
18-7-2011 00:00;Over_10_Years;3,83
18-7-2011 00:00;Real_Rate;1,3
19-7-2011 00:00;BC_20year;3,86
19-7-2011 00:00;Over_10_Years;3,74
19-7-2011 00:00;Real_Rate;1,22
20-7-2011 00:00;BC_20year;3,92
20-7-2011 00:00;Over_10_Years;3,8
20-7-2011 00:00;Real_Rate;1,29
21-7-2011 00:00;BC_20year;3,98
21-7-2011 00:00;Over_10_Years;3,86
21-7-2011 00:00;Real_Rate;1,32
22-7-2011 00:00;BC_20year;3,93
22-7-2011 00:00;Over_10_Years;3,81
