Company Handle;Market Handle;Attack date;BETA;ERM;Dag 1 - ER;Dag 1 - Actual;Dag 1 - Difference;Dag 2 - ER;Dag 2 - Actual;Dag 2 - Difference;Dag 3 - ER;Dag 3 - Actual;Dag 3 - Difference;Dag 4 - ER;Dag 4 - Actual;Dag 4 - Difference;Dag 5 - ER;Dag 5 - Actual;Dag 5 - DifferenceMA;^NYA;8-12-2010;0.57457844591206225563;0.08160183803;0.0639886036723502218541615441786;-0.9005258689;-0.9645144725723502218541615441786;0.0639035194423627295819957156089;-0.9018082151;-0.9657117345423627295819957156089;0.0640736879023377141263273727483;-0.9008362855;-0.9649099734023377141263273727483;;;;;;
RBS;^NYA;4-12-2013;0.43791581277189579064;0.2211957371;0.117156350152759645532898080744;0.001850138760;-0.115306211392759645532898080744;0.117268766990205266374770080744;-0.006463527239;-0.123732294229205266374770080744;0.117212558571482455953834080744;0.003663003663;-0.113549554908482455953834080744;;;;;;
EA;^IXIC;3-1-2014;0.41534863697076743185;0.3345901297;0.160369794201637202125517410945;-0.008741215417;-0.169111009618637202125517410945;;;;;;;0.160194398792728432355072410945;-0.01227523070;-0.172469629492728432355072410945;0.160077468520122585841442410945;0.01851851852;-0.141558950000122585841442410945
JPM;^NYA;30-1-2014;0.61335507604733442047;0.1213389717;0.087453808151763689136006230699;-0.04682300696;-0.134276815111763689136006230699;0.087299150182182622904194230699;-0.04803893694;-0.135338087122182622904194230699;;;;;;;0.087067163227811023556476230699;-0.06609454054;-0.153161703767811023556476230699
BAC;^NYA;30-1-2014;0.55860245217793012261;0.1213389717;0.082655344497972221379995320137;-0.009412255170;-0.092067599667972221379995320137;0.082478785478843393429039320137;-0.01466884059;-0.097147626068843393429039320137;;;;;;;0.082213946950150151502605320137;-0.04106678593;-0.123280732880150151502605320137
FB;^IXIC;21-2-2014;0.40098624910338264579;0.3573163102;0.163705295876133397110957364058;-0.01578427276;-0.179489568636133397110957364058;;;;;;;0.163765197251223058846378364058;0.02967705934;-0.134088137911223058846378364058;0.163465690375774750169273364058;-0.01550386253;-0.178969552905774750169273364058
VZ;^NYA;23-3-2014;0.53725624231019614545;0.1513166313;;;;0.096612623110807917957343822585;-0.07342148957;-0.170034112680807917957343822585;0.096658897486576898342798822585;-0.07343902595;-0.170097923436576898342798822585;0.096520074359269957186433822585;-0.08495486983;-0.181474944189269957186433822585;0.096334976856194035644613822585;-0.06341988080;-0.159754857656194035644613822585
ATVI;^IXIC;29-3-2014;0.43423285003837830917;0.2736774505;;;;;;;0.137566631985581880774619371085;-0.01495136247;-0.152517994455581880774619371085;0.137736362130570367281868371085;0.001974853132;-0.135761508998570367281868371085;0.138019245705551178127283371085;-0.01203386167;-0.150053107375551178127283371085
ATVI;^IXIC;1-4-2014;0.43409727950503819731;0.2910210908;0.145232614659400424486667825748;0.001974853132;-0.143257761527400424486667825748;0.145515566019647905388012825748;-0.01203386167;-0.157549427689647905388012825748;0.145402385475548913027474825748;-0.04184959350;-0.187251978975548913027474825748;0.145176024387350928306398825748;-0.03460286159;-0.179778885977350928306398825748;;;
DANSKE.CO;^OMXC20;10-7-2014;0.60008524618000426231;0.3510068450;0.223031386361111466068375511950;-0.03965921053;-0.262690596891111466068375511950;0.222911411934965467347068511950;-0.02560132450;-0.248512736434965467347068511950;;;;;;;0.223031386361111466068375511950;-0.03137491793;-0.254406304291111466068375511950
STB.OL;OSBHF;10-7-2014;0.285807223570957027847;0.4195804196;0.1420590908599134922543561446012;-0.01339659503;-0.1554556858899134922543561446012;0.1418448330269847793627102446012;0.0008455467869;-0.1409992862400847793627102446012;;;;;;;0.1420590908599134922543561446012;0.01290684624;-0.1291522446199134922543561446012
GJF.OL;OSBHF;10-7-2014;0.345993936347299696819;0.4195804196;0.1654464689648894075168798052524;-0.05327043478;-0.2187169037448894075168798052524;0.1652502671457935974259255052524;-0.03573181420;-0.2009820813457935974259255052524;;;;;;;0.1654464689648894075168798052524;-0.02148423818;-0.1869307071448894075168798052524
SNE;^NYA;24-8-2014;0.42534852923793409313;0.1578366584;;;;0.083743018015293920487616596792;0.0005274261882;-0.083215591827093920487616596792;0.083800483162370127078303596792;-0.0005295551128;-0.084330038275170127078303596792;0.083570622574065300715555596792;-0.001590721019;-0.085161343593065300715555596792;0.083398227132836680943494596792;0.004250797024;-0.079147430108836680943494596792
AMZN;^IXIC;27-8-2014;0.50561592710861412969;0.2650094366;0.148132376463734133406812232654;0.003186287272;-0.144946089191734133406812232654;0.147984061241866717645719232654;0.00005879117647;-0.147925270065396717645719232654;0.148033499649155856232750232654;-0.007958804191;-0.155992303840155856232750232654;;;;;;
ATVI;^IXIC;14-11-2014;0.47285238930697595280;0.1828347320;0.101213972973905287382232649600;-0.01697905138;-0.118193024353905287382232649600;;;;;;;0.101424832018182497001112649600;-0.01802736879;-0.119452200808182497001112649600;0.101372117257113194596392649600;-0.009141770885;-0.110513888142113194596392649600
SNE;^NYA;26-11-2014;0.43483159377174157969;0.08488740166;0.0523408216449912367073309282854;0.004166712963;-0.0481741086819912367073309282854;;;;0.0520017206012542816551449282854;0.004109589041;-0.0478921315602542816551449282854;;;;;;
RAX;^NYA;22-12-2014;0.368990369101782851790;0.06436052367;0.03983915897248186915118539686930;0.005257623665;-0.03458153530748186915118539686930;0.04040706764029026458457439686930;-0.001879699209;-0.04228676684929026458457439686930;0.04034396667720044286975339686930;0.005838261173;-0.03450570550420044286975339686930;;;;0.04028086571411062115493239686930;0.0004166701222;-0.03986419559191062115493239686930
MSFT;^IXIC;24-12-2014;0.61297579104731545622;0.1492492627;0.101664921562216696156563128994;-0.03001517331;-0.131680094872216696156563128994;;;;0.101626219141321427702185128994;-0.03067037802;-0.132296597161321427702185128994;;;;;;
SNE;^NYA;24-12-2014;0.44219989323877666133;0.06960900233;0.0454512362066039296718905908989;0.004239284032;-0.0412119521746039296718905908989;;;;0.0453954561959278073380235908989;-0.005144948791;-0.0505404049869278073380235908989;;;;;;
MSFT;^IXIC;25-12-2014;0.61256432191396154943;0.1455042281;;;;0.099281513587545097267826144983;-0.03067037802;-0.129951891607545097267826144983;;;;;;;0.099126539316310681887598144983;-0.02507714832;-0.124203687636310681887598144983
BABA;^NYA;25-12-2014;0.43548706517177435326;0.06431803508;;;;0.0427999112271039410234089923608;-0.0003774035358;-0.0431773147629039410234089923608;;;;;;;0.0425741060531726507647129923608;0.0002832090689;-0.0422908969842726507647129923608
NDA.ST;^OMXN40;4-1-2015;0.69182416331792454150;0.08741236757;;;;0.0678702081381239417951217191550;-0.02341726223;-0.0912874703681239417951217191550;0.0676236674687782814283217191550;-0.005372900336;-0.0729965678047782814283217191550;0.0676236674687782814283217191550;-0.016675;-0.0842986674687782814283217191550;0.0678393905544557342492717191550;0.0008299319728;-0.0670094585816557342492717191550
FB;^IXIC;27-1-2015;0.51722112424252772288;0.1369747341;0.081515639118263436077718486208;-0.01212358248;-0.093639221598263436077718486208;0.081032860242505963800598486208;-0.008582626565;-0.089615486807505963800598486208;0.081274249680384699939158486208;0.01496424242;-0.066310007260384699939158486208;0.080888026579778722117462486208;-0.02679482051;-0.107682847089778722117462486208;;;
AMZN;^IXIC;16-3-2015;0.48417260270754196347;0.1457692336;0.083524736898836373671764096592;0.008018794103;-0.075505942795836373671764096592;0.083215240460460898849846096592;0.002182716803;-0.081032523657460898849846096592;0.082699413063168440813316096592;0.01397414381;-0.068725269253168440813316096592;0.082854161282356178224275096592;-0.001685091097;-0.084539252379356178224275096592;0.082647830323439195009663096592;0.005846503886;-0.076801326437439195009663096592
EA;^IXIC;18-3-2015;0.43533500863843341710;0.1494579912;0.078333923187131720332867729520;0.02581598746;-0.052517935727131720332867729520;0.078503322684540190307737729520;0.006474838362;-0.072028484322540190307737729520;0.078277456687995563674577729520;0.01560278313;-0.062674673557995563674577729520;;;;;;
DC.L;LSE.L;8-8-2015;0.60277773871347222027;0.5266860475;;;;;;;0.328080459100336710413846682825;-0.004048565121;-0.332129024221336710413846682825;0.327722959065178835412089682825;-0.02333114611;-0.351054105175178835412089682825;0.327802403517436140968035682825;-0.02347555556;-0.351277959077436140968035682825
LBTYA;^IXIC;18-8-2015;0.52384643710952565519;0.1317528589;0.081683950486645675066124122691;0.0005723579005;-0.081111592586145675066124122691;0.081350642992622343024757122691;-0.003637736933;-0.084988379925622343024757122691;0.081160181567466153286833122691;-0.02985360284;-0.111013784407466153286833122691;0.081064950854888058417871122691;-0.02574420704;-0.106809157894888058417871122691;;;
LBTYA;^IXIC;20-8-2015;0.52496248770958145772;0.1008777011;0.065070465487285254726120447492;-0.02985360284;-0.094924068327285254726120447492;0.064975457984827171017664447492;-0.02574420704;-0.090719665024827171017664447492;;;;;;;0.064927954233598129163436447492;0.03665033319;-0.028277621043598129163436447492
OSTK;^IXIC;3-9-2015;0.43247545797162377290;0.03317902633;0.0298992870586968221764430404570;-0.003571377551;-0.0334706646096968221764430404570;0.0295587723334797964401830404570;0.008785529716;-0.0207732426174797964401830404570;;;;;;;;;
